Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251012045425_171,-1002190388985,Edgar Direct,Edgar_20251012045425_172,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_22
- Sales price: $22.05
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: gKToP9hpCcxH8Y4t4vXDFzCCIaKobkcO11nj1mfpfbJmoUGtwpq1ypzkLFnydR5dcOFrMwtpEXJVu2BzCk/56CiGBKHe4izK/bgV72vpOejUIMjoqy5RW8BHWC736f/S7CwpnGrzp8oghZetOBTctwNYTgq0aJFcPgwRXNgci6T9yuFRbxjixj2KpVhKHzO/OcjCZ1jE+a2Xb832sbndCgFYFKTmccLvHadvimr/ebAP314qLYTp4NQoJeWKNTHXrTPFz5YGBZWrS06jnuEX67UGfCw5cvuebBCLZd+YTaz6mKYpTZbi/yjeRqIEqI1LmnP1hYzVTFBkiqEMx/pH9w==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,7iB2D5DWk49EVh90JQUe,,success,,
Edgar_20251012045635_173,-1002190388985,Edgar Direct,Edgar_20251012045635_174,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Kirsten Ritschel
- Recipient Name: Gary Teh
- Inventory Item: USD
- Quantity: 22.05
- Latitude: 37.433829
- Longitude: -122.099401
- Attached Filename: IMG_3136.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251012045628_gary_teh_img_3136.png
- Submission Source: https://dapp.truesight.me/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: NMFe3D2Lvu6KkXMnlrobz5Fy3lu668hHuWw8cDorkH3SMjUuslbjcHaOjfxtEeY2r7ys8PqZ0UvVKWZfVQn8FXIg+irACjwuzEljE5Chlfwe1Ei/oFXV2yesECOLEOTn2zIwSFUbIJgrVmJRm+uORfIyTSHp1DU2Hk9KZlX18Z8H2tJeOd5gDn4KXT6DxkBQq0qHKmg6F2RpHR60pC4cuz7zkfcSuDZ2OlLTHQtkMt2jjPbdzSwlcRh26fR4clII5CIYqWLhuNfMcRELXLijBzkVo/NM1ZgvgB32k/MPZLphzj+hOk8SSjkRbnMs0yx7PGY0gotLZMfbEcDyaeOD0g==

This submission was generated using https://dapp.truesight.me/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,zbWBCkWEf9cpDqG0CwYi,,success,,
Edgar_20251012050121_175,-1002190388985,Edgar Direct,Edgar_20251012050121_176,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Kirsten Ritschel
- Recipient Name: Gary Teh
- Inventory Item: Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340993299BR  San Francisco
- Quantity: 3
- Latitude: 37.433829
- Longitude: -122.099401
- Attached Filename: IMG_3136.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251012050117_gary_teh_img_3136.png
- Submission Source: https://dapp.truesight.me/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: nrG1t+ux4kQw2DW9Za194AcWZqW+iwP1BL8TyNKlCQCw+4HAqCH+8XWKLBXv9zD7foi8miG8ZvNqusgDmPJp69/UvBhC/lzCxW9Usg0MahVf/leGXkRhhggNUb97T/ygM4zuhLOTB8uSI0mYaLUdXsfODUcsnmlh5u9qSSdK5rTPNT57zfVuiE3q462+6G9HxD5GeAsvZYrKXtEjVReqQKUop4mlY91iUTl2EGlJ3sbjA2d/26PD/Jkc8lXGKRuUdA/DBdhT3RD6iISAu5yCx0DixFpfSUgH65kCeLVF+QCm7eJHxe5e29MGG2YE8v0SP3Xi03s49h0SJniEXHb+Tg==

This submission was generated using https://dapp.truesight.me/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,r6j3kTvgOoq8qO+vCNxB,,success,,
Edgar_20251012050238_177,-1002190388985,Edgar Direct,Edgar_20251012050238_178,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Kirsten Ritschel
- Recipient Name: Gary Teh
- Inventory Item: [AGL8] Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340993869BR San Francisco - AGL8 
- Quantity: 1
- Latitude: 37.433829
- Longitude: -122.099401
- Attached Filename: IMG_3136.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251012050234_gary_teh_img_3136.png
- Submission Source: https://dapp.truesight.me/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: FW2Hpa9C8T1OaRvweANCOJ7eFy1IlfQgeMPPzUh7b1Zan4RqOn+rJ0fqWiGrCfpZG5xBWJHf054WJGt6kJs2y2XfgN9R1XHHsjFPLA93XcBQ7q1uRy7Vfn6lQa/dVPFuIUmRkYDXhKwisB65GwK43XssJIOa7eIBzTb4lFR1IgjUDA2gVqwuYr+TT1J0UaqXJqCulxuXzn4SJ2tEEx6eaoRrTE3eoD8n5e2dQuwTk38If9CWX1okizYeuvv71SvFOPpzlZo3MycTo7Goernj2RaSXOmamZ6k+6+14FkYES26p3vxbTzK99UdUlKLPgbI+p496ZfoZMfqEBEdW35xjg==

This submission was generated using https://dapp.truesight.me/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,g7bjuWybSPQP15lbxIrB,,success,,
Edgar_20251012053313_179,-1002190388985,Edgar Direct,Edgar_20251012053313_180,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 45
- Description: Updated our inventory to reflect recent sale
- Contributor(s): Gary Teh
- TDG Issued: 75.00
- Attached Filename: image.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251012053308_gary_teh_image.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: pY6qzladawwX2vj9XQ9On8oDT8M+sDv57om6b+/czj/4jTpQWDiBFDJEXKJFLQ2BEs7HlTVogKdXO725dScCyVadSfH0UElTVfHp5SEzApVyfh2Q5i6/DrSAKgfRHg1m2SU9hKvxJHviNj1exp0xPPCEOE2e8g8IoSr8PoofWB2QtWrGKYd0bGRwLUBEdOpqTu9gOJCruRs+ntvWZahKYcL+4Y5kN8ocwBSqiUkIlPADnJKs5d5rNT7mC2B2lkC94E4o10MIlAA2S2AEM/heojf+nCznXZUIKntm/5KoriDzPJBORYVfYf6sZX7NLdhbvqguRbNVntqxgqQ/vgEgaQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,LgNdanUAj2LwDuD1cuEw,,success,,
Edgar_20251012201209_181,-1002190388985,Edgar Direct,Edgar_20251012201209_182,Edgar,,"[CONTRIBUTION EVENT]
- Type: USD
- Amount: 10
- Description: Grok API credits.
- Contributor(s): Gary Teh
- TDG Issued: 10.00
- Attached Filename: xai_credits_invoice.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251012201208_gary_teh_xai_credits_invoice.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: lr13Iv9nlMMprjRixlnavLTww8g+K8AdLq69hBMiiyGS7nE7OAcU1wELx9F8KqLhOgQ6uukjhUBrmUVbcndNnHzQWQTyPiUoWm3Kj8FmgoaY85TxGu6iEBXJWmy9vNsK+YaUtipmnL4PJTaGoq1ugi/R+2t8e1oNKOzlGhP4RsVFkDE8eh/8AaBTp9cy/s7twwTeuGKvziwSTXq7QZ17xKeSDOriQHWVrvZU1tbBmcwiloHrLSir3hDjWR0SNw+j6Vz4oWps2L5mIUfYrYcxOz/tBXS81x2Im6rutx5vzX9kg2mA0fITWBTvfLobVdEA8LOL2teQX7VrA5UfG0gexQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,f+lKVyS/44dbpMpr5q2J,,success,,
Edgar_20251012201239_183,-1002190388985,Edgar Direct,Edgar_20251012201239_184,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Figuring out why our Google App scripts are not working. Grok was out of credit.
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: xai_credits_invoice.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251012201238_gary_teh_xai_credits_invoice.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: EihYU9EpDiwHeqLEuQYzwrsFKYipy4yDYy4++MX590/eEikJM5lwBkRLgEwtADwS/yLQYQCo0PbIn74ZZ+SYX6Qoj2oJauQRzGoNL/0F8Mx2lTvwr0+mvwu6d/BA6NNNQHxKbKVZiN59OUJA7n1st016KJUXjxfrxrLISQFhHbhnx0UL6crJ4cWZf7aivjgqRp0EcN0SjffN7lJUWQo4G5R5xcVFXssWGAtCWcubJF1JQFPUa0dR9au0T7B9yEQrLH1Fc5FlqecZwbcUNTRWhVUwc6qXcPRLrevK7vyoQz4HTd2KPSuFe9Iv9d0w8HOW3oVPphTD//TwnitpfQdDaA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,2Wq9NxT/cB6zY2PmnB6Z,,success,,
Edgar_20251012223020_185,-1002190388985,Edgar Direct,Edgar_20251012223020_186,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: https://maps.app.goo.gl/XXGy4rV4kxPrLDm5A?g_st=ipc Surfacing of new cacao source from Rondonia 
- Contributor(s): Gary Teh, Marta Lopes
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: vEu8Q5g9LfQr+Adr3d8OvHjI20lNci7B2ySMRJAfHh3cxQ5t86fNWZBtCQD1M50huDQBKz71YHuckK8+0+4y+wZKuCYtiHEcMKdKEz+qlfkr78yVuxuFkUANnW5gOoytsqvHdAjt0lvO5TAAgedhBWq4w8QxFYaUj3F9o1GJQ7EgaVsl27cOltpDFaLy5WwZTVyc8gJUo9TZJQJDy8gl82BYL9D6ODZ1rs2V0mAPPTlRC73lSgs89KMfMN+LsH+YrwQ/9Q58VW1N4wrBhzYTE3sQcuWBwENYn6K3qJGJj+4Td46lHqlgEzxfIuRI2kftYpeXBQyEtWO5vE6tHB5VvA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,Cjc4E8C2YNdstQ77sH04,,success,,
Edgar_20251013051842_187,-1002190388985,Edgar Direct,Edgar_20251013051842_188,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: 73% cacao. Go after retailers. Attending trade show. 60% profit margin is the norm and we should just do this as the traditional retailer route can support this 
- Contributor(s): Gary Teh, Jerry Luk
- TDG Issued: 100.00
- Attached Filename: IMG_3155.jpeg
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251013051825_gary_teh_img_3155.jpeg
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: ASRv77rWOPhEOK8APVN54bPpb8RYBZB3SZ08Y7zjUfzXS0IzUex9j/tUFKdHpRr4ll2x+vqVpJt91yQKQT1GiUSo/8ocPMsKS0/MCH86k0kwJwUS+ztQeq49SOD9ArUbl8cRTdZP1qiqJFEk5eKrQLNX4WAGDz8tIUeoc571ZSNmccP/AtBjd3wVc3zHpj+pV0uLX2hUH6oM/K1/weqa2QUYgcBACjQuYfm1dXhbfYEWcM53aQ+uCGDxZ1tYgbNG2w61NKkjRLBXcm0rcLwVHOxvQxToP/AhJBJ2VMwvZL8lrayeXMzoAb6RjJpSRyB6MkkLzXyHJTcU5oOAvLW7zQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251013,,2At/7b5ItRg611WEKFhs,,success,,
Edgar_20251013174735_189,-1002190388985,Edgar Direct,Edgar_20251013174735_190,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 150
- Description: Had a morning coffee session with @⁨Stanley Li⁩ and @⁨Ken Nim - Bay Area ⁩ Key take aways- hippie market segment- ⁠chocolatier and chocolate maker segment- ⁠fine dining- ⁠grocers - ⁠Mormon market - ⁠SFSU is organizing a TED talk in November next month - ⁠with the GENIUS and CLARITY acts companies are starting to look at including crypto in their treasury Thank you @⁨Ken Nim - Bay Area ⁩for organizing this get together 😊🙏
- Contributor(s): Gary Teh, Ken Nim, Stanley Li
- TDG Issued: 250.00
- Attached Filename: 09c2f990-59fc-4c54-8808-9bcd91cf5af4.jpeg
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251013174720_gary_teh_09c2f990_59fc_4c54_8808_9bcd91cf5af4.jpeg
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: EiumtxIRwzVRc+KZ4fKD//U88+njwn+lJlAxxaZ6rsC5nd77jKb6bJJDdVgYmzWXpDEJ6k3JfgAwqOrDNNQu3iW4uJFUVEoxx/ykYZmVb24zrYftNJ9oHvKhjAxoyEPJ4wB1OzTcZ9H7jmLBWirAFoka1Z6rRmzDJxtW8JvkteZJICbefInIIZlpkXEAaMGVBYMJRfo7jhlB2lZ/uAEi5FAQ6rqLWsTE9njCzqIjqTS7g337g8ur21k3gexrWSjmytSuvak3Sj3BUJdCR2a3/gBk5M/QfKzpGrDFWVUVNxhevghekKIxLZ82Msk16r6gEjdedWWfzRmxEgJ0P4rhXw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251013,,rUeFimw59Dh9nEWS/7cm,,success,,
Edgar_20251013205205_191,-1002190388985,Edgar Direct,Edgar_20251013205205_192,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 5
- Description: Follow up with Hau Cacao to prompt them regarding the next steps
- Contributor(s): Gary Teh
- TDG Issued: 8.33
- Attached Filename: image.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251013205203_gary_teh_image.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: exV604wgMnMSEPoXwbc7i1BjhM3u5SdItMWp9ZhVOTVI8cx9rD60sKBwLHJojTbyhvMbaOezT+86cLcoUXMgLthtrXkFHZeXQy6UQFZ91//ez+kioEIU3P+CHVjGexwAv/RvuY9Oal3qu1ggDJMMxy19EAPUJgJJVn0xMvqBx4ieTSQ7pWtuAauPTAncAambht5E9F+eJYdPq7K02UMflDfiX8Kw5LNm6us1CUjoOR1OZAYpaPd7dPuhs3XqX3E3ksYpqj5CpBfBcTI4fwQKr6A9ceMz1jIqcvKrxDAM9Ydmp/4F78R/6wwpAWaa3adL+Il0dYgHYxXQrvjkYdh3Cw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251013,,VcNj5bzvjUCmJEl+nsda,,success,,
